report_erl_4000;988687.2102279175;3.2555626000000046
report_erl_4000;2585309.2118455544;3.1406814000000054
report_erl_4000;1127378.1144253295;3.0732193999999993
-------------------------lenovo------OTP23----------------
report_erl_4000;668699.9165819695;2.432761499999998
report_erl_4000;857505.8148948733;2.4822369000000037
report_erl_4000;543529.4387674694;2.3957611999999955
report_erl_4000;1597965.4229923072;2.9083621999999423
-------------------------lenovo------OTP26----------------
report_erl_4000;828877.2213991923;2.957867400000012
report_erl_4000;1061941.3570168172;2.449026999999994
-----------Liux---------lenovo------OTP27----------------
report_erl_4000;4178732.797661307;1.529012404000241
report_erl_4000;3744080.946601709;1.557532589999937
report_erl_4000;3552459.818820829;1.5553527150004811
report_erl_4000;4874752.881862166;1.9871685110001636
-----------Liux---------lenovo------OTP26----------------
report_erl_4000;0.0;4.02230235999923
report_erl_4000;0.0;0.5538114510000014
