c;fannkuch-redux;134199814.27776684;4.848663299999998;27677692.999999996
c;fasta;2167.1366002396157;1.848698000000013;1172.2502000000002
c;mandelbrot;0.0;0.0737065000000711;0.0
c;n-body;18191.650394506385;2.95040229999995;6165.8203
c;reverse-complement;4766.637927627284;1.961243399999944;2430.4163
erlang;fannkuch-redux;1970712514.9377763;78.59908280000036;25072970.888888888
erlang;fasta;0.0;0.0;
erlang;mandelbrot;3322293103.015714;142.95938709999973;23239419.04347826
erlang;n-body;457246840.1508151;195.04511640000052;2344313.1957894736
erlang;reverse-complement;3101047136.964184;1793.4675511000005;1729079.0318800004
go;fannkuch-redux;12091230.163182572;12.969950699999998;932249.5083333334
go;fasta;20812.889161880707;1.8785649000000009;11079.142999999998
go;mandelbrot;561867.4431158464;2.005964199999994;280098.44
go;n-body;300308.5625144112;5.011181599999986;59927.69500000001
go;reverse-complement;0.0;0.9713132999999914;0.0
java;fannkuch-redux;296974984.44680524;9.110663899999963;32596415.333333332
java;fasta;1149.4959249232152;1.978556000000026;580.9772
java;mandelbrot;42302.96223846939;2.0017083000000184;21133.43
java;n-body;10532182.109678185;4.984301100000039;2113071.0000000005
java;reverse-complement;0.0;1.0512519999999768;0.0
