----------------otp26-----------------------------
n_queens;solve;10;3;95212302.33824854;7.9997988830000395
n_queens;solve;10;3;97799844.60012923;7.22340960099973
n_queens;solve;10;3;99654752.61411119;7.217295930999171
n_queens;solve;10;3;99236368.8750738;7.249380172001111
n_queens;solve;10;3;102035601.5193588;7.3005694880012015
n_queens;solve;8;0;0.0;2.0067472209993866
n_queens;solve;8;0;0.0;1.9201390689995605
n_queens;solve;8;0;0.0;1.9165690829995583
n_queens;solve;11;0;0.0;2.9110376219996397
n_queens;solve;11;0;0.0;2.958719419000772
n_queens;solve;11;0;0.0;2.91529701699983
n_queens;solve;12;93;2760554344.291184;190.572594225001
n_queens;solve;12;95;2511578689.900495;192.81164118500055
n_queens;solve;12;91;2820042017.3197374;186.42107704200134
n_queens;solve;13;24;819877341.1094238;49.8942082930007
n_queens;solve;13;24;809126676.4288483;50.8398853510007
n_queens;solve;13;24;812427771.5713855;51.18737067499933
----------------otp23-------------------------
n_queens;solve;10;0;0.0;0.24889740599974175
n_queens;solve;10;4;148247344.4741407;9.96631071000047
n_queens;solve;10;4;154478337.69250777;9.744740174000981
n_queens;solve;11;1;44336491.06311856;3.5964703019999433
n_queens;solve;11;1;43617237.93402908;3.596972244000426
n_queens;solve;11;1;47085227.811724946;3.601859127998978
n_queens;solve;12;132;4097854389.1605597;268.313576945
n_queens;solve;12;133;3721653657.39998;269.8006812049989
n_queens;solve;12;131;3792484041.916323;266.3492194949995
n_queens;solve;13;36;1018693652.1740507;75.42134871300004
n_queens;solve;13;36;1016784886.9181663;75.6290382870011
n_queens;solve;13;36;1103513640.4802902;74.69330820400137
