------------OTP23Linux---------------------
-------------1-----------------------------
n-body;1913585856.3914638;136.62542563500028
mandelbrot;1554381737.3800964;112.28759825700035
fannkuch-redux;821426101.0410473;54.09815664400048
reverse-complement;119767722.14500982;3.5373401349988853
------------OTP26Linux---------------------
-------------1-----------------------------
n-body;1155287097.0771716;69.51653258599981
mandelbrot;854626039.8139831;48.02092643499964
fannkuch-redux;913431928.7403017;52.924189804998605
reverse-complement;1640743857.2000203;138.38732865599923
